id;nombre;nombre_original;slug_peliculas;descripcion;region;Author;calificacion;descargas;idiomas;fecha_estreno;fecha_subida;trailer;disco;reparto;online;img1;img2;img3;img4;img5;enlacegd;enlacegd2;enlacegd3;enlacegd4;enlacegd5;enlacemg;enlacemg2;enlacemg3;enlacemg4;enlacemg5;comparte;director;enlacesub;anio;enlace_publi
116;Letras prohibidas: la leyenda del marqués de Sade;Quills;letras-prohibidas-la-leyenda-del-marques-de-sade;Francia siglo XVIII. El Marqués de Sade pasa los diez últimos años de su vida en el asilo Charenton. Allí entabla amistad con el abate Coulmier, con el que comparte el afecto de Madeleine, la lavandera del asilo. Cuando Napoleón envía a un médico para que cure su presunta locura, el temperamento rebelde del marqués se agudiza todavía más. Obtuvo tres nominaciones a los Oscar, incluyendo el de mejor actor (Geoffrey Rush);Estados Unidos;joiz;5;2;Español Latino;2001-01-18;2020-04-23;QbdgZSmjNe4;3.5 GB;Geoffrey Rush, Kate Winslet, Joaquin Phoenix, Michael Caine, Billie Whitelaw, Patrick Malahide, Amelia Warner, Jane Menelaus, Stephen Moyer, Tony Pritchard, Stephen Marcus;15PcI4w8ZIKmjuoB5zFb2j3YzrQZSoAPA;pelicula-Letras_prohibidas_la_leyenda_del_Marques_de_Sade-online-megafly.jpg;pelicula-Letras_prohibidas_la_leyenda_del_Marques_de_Sade-online-megafly2.jpg;pelicula-Letras_prohibidas_la_leyenda_del_Marques_de_Sade-online-megafly3.jpg;pelicula-Letras_prohibidas_la_leyenda_del_Marques_de_Sade-online-megafly4.jpg;"";https://drive.google.com/uc?id=15PcI4w8ZIKmjuoB5zFb2j3YzrQZSoAPA&export=download;;;;;;;;;;;Philip Kaufman;;2001;https://fc.lc/74Nn86gv
118;Invictus;Invictus;invictus;"Adaptación de un libro de John Carlin (Playing the enemy). En 1990, tras ser puesto en libertad, Nelson Mandela (Morgan Freeman) llega a la Presidencia de su país y decreta la abolición del '"Apartheid'". Su objetivo era llevar a cabo una política de reconciliación entre la mayoría negra y la minoría blanca. En 1995, la celebración en Sudáfrica de la Copa Mundial de Rugby fue el instrumento utilizado por el líder negro para construir la unidad nacional.";Estados Unidos;joiz;5;231;Español Latino;2009-12-03;2020-04-23;RZY8c_a_dlQ;3.5 GB;Morgan Freeman, Matt Damon, Tony Kgoroge, Julian Lewis Jones, Adjoa Andoh, Patrick Mofokeng, Matt Stern, Leleti Khumalo, Marguerite Wheatley, Scott Eastwood;1Hmnao_t19vJ3TOMG12W4uF7XyI-4aJWS;pelicula-Invictus-online-megafly.jpg;pelicula-Invictus-online-megafly2.jpg;pelicula-Invictus-online-megafly3.jpg;pelicula-Invictus-online-megafly4.jpg;"";https://drive.google.com/uc?id=1Hmnao_t19vJ3TOMG12W4uF7XyI-4aJWS&export=download;;;;;;;;;;;Clint Eastwood;;2009;https://fc.lc/xUu5PqvZ
119;El mundo mágico de Terabithia;Bridge to Terabithia;el-mundo-magico-de-terabithia;"Jess Aarons (Josh Hutcherson), un chico que se siente extraño tanto en el colegio como en su propia casa, se ha entrenado durante todo el verano para correr una carrera; pero llega al colegio Leslie Burke (Robb) y le gana. A pesar de ello, pronto se hacen amigos. Leslie, aficionado a contar fantásticas y mágicas historias, le abre a Jess las puertas de un mundo dominado por la imaginación. A Jess le gusta dibujar, pero nunca había compartido esa afición con nadie. Los dos crean el reino secreto de Terabithia, un lugar mágico cuya entrada sólo ellos conocen. Allí reinan, luchan contra el Maestro Oscuro y sus criaturas y trazan planes para vengarse de los compañeros prepotentes del colegio.";Estados Unidos;joiz;5;223;Español Latino;2008-01-17;2020-04-23;UM61oR2U4Zc;1.3 GB;Josh Hutcherson, AnnaSophia Robb, Zooey Deschanel, Robert Patrick, Bailee Madison, Katrina Cerio, Devon Wood, Emma Fenton, Grace Brannigan, Latham Gaines, Judy McIntosh, Patricia Aldersley, Lauren Clinton, Isabelle Rose Kircher, Cameron Wakefield, Elliot Lawless;1nWMOu6lrD4cAVtpGOovHSwFYxRatt5bR;pelicula-El-mundo-mágico-de-Terabithia-online-megafly.jpg;pelicula-El-mundo-mágico-de-Terabithia-online-megafly2.jpg;pelicula-El-mundo-mágico-de-Terabithia-online-megafly3.jpg;pelicula-El-mundo-mágico-de-Terabithia-online-megafly4.jpg;"";https://drive.google.com/uc?id=1nWMOu6lrD4cAVtpGOovHSwFYxRatt5bR&export=download;;;;;;;;;;;Gábor Csupó;;2008;https://fc.lc/YYLeK
120;My All American;My All American;my-all-american;A la estrella de fútbol americano universitario Freddie Steinmark se le diagnostica un cáncer tras ganar el título nacional en 1969.;Estados Unidos;joiz;5;961;Español Latino;2015-11-10;2020-04-23;udOir1ucj38;4.7 GB;Aaron Eckhart, Finn Wittrock, Robin Tunney, Sarah Bolger, Mackenzie Meehan, Richard Kohnke, Donny Boaz, Kristin McKenzie, Stephen Stanton, Michael Reilly Burke, Todd Allen, Alex MacNicoll, Tracey Ely, Deborah Abbott, Rett Terrell;1RXa1PbjLV3n_QkXIE_VwQQO_KBmgcgnV;peliculas_My_All_American_online_megafly.jpg;peliculas_My_All_American_online_megafly2.jpg;peliculas_My_All_American_online_megafly3.jpg;peliculas_My_All_American_online_megafly4.jpg;"";https://drive.google.com/uc?id=1RXa1PbjLV3n_QkXIE_VwQQO_KBmgcgnV&export=download;;;;;;;;;;;Angelo Pizzo;;2015;https://fc.lc/KjRxuD
121;Somos campeones;Campeones;somos-campeones;Marco, un entrenador profesional de baloncesto, se encuentra un día, en medio de una crisis personal, entrenando a un equipo compuesto por personas con discapacidad intelectual. Lo que comienza como un problema se acaba convirtiendo en una lección de vida;Estados Unidos;joiz;5;418;Español Latino;2018-04-06;2020-04-23;C0p5-b3YwIM;3,4 GB;Javier Gutiérrez, Juan Margallo, Luisa Gavasa, Jesús Vidal, Daniel Freire, Athenea Mata, Roberto Chinchilla, Alberto Nieto Ferrández, Gloria Ramos, Itziar Castro, Vicente Gil, Luis Bermejo, Chani Martín, Mariano Llorente, Laura Barba;1bWmiX39KDeQ11Y5M5mcKCHQ3bm_7o2KL;pelicula-Somos-campeones-online-megafly.jpg;pelicula-Somos-campeones-online-megafly2.jpg;pelicula-Somos-campeones-online-megafly3.jpg;pelicula-Somos-campeones-online-megafly4.jpg;"";https://drive.google.com/uc?id=1bWmiX39KDeQ11Y5M5mcKCHQ3bm_7o2KL&export=download;;;;;;;;;;;Javier Fesser;;2018;https://fc.lc/zQx6l
123;1917;1917;1917;En lo más crudo de la Primera Guerra Mundial, dos jóvenes soldados británicos, Schofield (George MacKay) y Blake (Dean-Charles Chapman) reciben una misión aparentemente imposible. En una carrera contrarreloj, deberán atravesar el territorio enemigo para entregar un mensaje que evitará un mortífero ataque contra cientos de soldados, entre ellos el propio hermano de Blake.;Reino Unido;joiz;5;1235;Español Latino;2009-12-04;2020-04-23;SBc69RKIqwg;19.0 GB;George MacKay, Dean-Charles Chapman, Mark Strong, Richard Madden, Benedict Cumberbatch, Colin Firth, Andrew Scott, Daniel Mays, Adrian Scarborough, Jamie Parker, Nabhaan Rizwan, Justin Edwards, Gerran Howell, Richard McCabe, Robert Maaser, John Hollingworth, Anson Boon, Jonny Lavelle, Michael Jibson, Chris Walley, Pip Carter, Paul Tinto, Andy Apollo, William Postlethwaite, Gabriel Akuwudike, Josef Davies, Spike Leighton, Adam Hugill, Benjamin Adams, Tommy French, Merlin Leonhardt, Jos Slovick, Jack Shalloo, Elliot Edusah, Jacob James Beswick, Daniel Attwell, Samson Cox-Vinell, Michael Rouse, Richard Dempsey, Phil Cheadle, Jonah Russell;1ZhCXb-tmJtaxCZl_oNOID7e5HcLBSTP4;pelicula-1917-online-megafly.jpg;pelicula-1917-online-megafly2.jpg;pelicula-1917-online-megafly3.jpg;pelicula-1917-online-megafly4.jpg;"";https://drive.google.com/uc?id=1ZhCXb-tmJtaxCZl_oNOID7e5HcLBSTP4&export=download;;;;;;;;;;;Sam Mendes;;2009;https://fc.lc/fnmmhJd
124;Misión de rescate;Extraction;mision-de-rescate;Cuenta la historia de Tyler Rake (Hemsworth), un mercenario que ofrece sus servicios en el mercado negro, y al que contratan para una peligrosa misión: rescatar al hijo secuestrado de un capo de la mafia india que se encuentra en prisión. En el turbio submundo de los traficantes de armas y los narcos, una misión que se preveía letal pasa a convertirse en un desafío prácticamente imposible que cambiará para siempre las vidas de Tyler y el chico.;Estados Unidos;joiz;5;231;Español Latino;2020-04-24;2020-04-25;ANhFv-antkA;5.4 GB;Chris Hemsworth, David Harbour, Golshifteh Farahani, Chris Jai Alex, Patrick Newall, Rayna Campbell, Derek Luke, Randeep Hooda, Marc Donato, Pankaj Tripathy, Geetanjali, Hays Wellford;1ZX9z5FM8cyImGBsi6FcJK-njXIhWjDp4;peliculas-extraction-netflix-online-megafly.jpg;peliculas-extraction-netflix-online-megafly2.jpg;peliculas-extraction-netflix-online-megafly3.jpg;peliculas-extraction-netflix-online-megafly4.jpg;"";https://drive.google.com/uc?id=1ZX9z5FM8cyImGBsi6FcJK-njXIhWjDp4&export=download;;;;;;;;;;;Sam Hargrave;;2020;https://fc.lc/kqRn
125;Búsqueda implacable;Taken;busqueda-implacable;Bryan Mills (Liam Neeson) es un agente especial jubilado. Pero cuando su hija Kim (Maggie Grace) es secuestrada en París por una organización criminal albanokosovar, tendrá que volver a la acción para intentar salvarla. La banda se dedica a una red de trata de blancas, por lo que Mills sabe que sólo dispone de unas horas para conseguir rescatarla antes de que se pierda el rastro de su hija.;Francia;joiz;5;361;Español Latino;2008-09-05;2020-04-25;qPGFDsYjXC0;7.7 GB;Liam Neeson, Maggie Grace, Famke Janssen, Leland Orser, Holly Valance, Goran Kostic, Katie Cassidy, Olivier Rabourdin, Xander Berkeley, David Warshofsky;1YdTnASx2pgwS8j6dDtRkuj49ISQxBdPS;Pelicula-Busqueda-Implacable-online-megafly.jpg;Pelicula-Busqueda-Implacable-online-megafly2.jpg;Pelicula-Busqueda-Implacable-online-megafly3.jpg;pelicula-busqueda-implacable-online-megafly4.jpg;"";https://drive.google.com/uc?id=1YdTnASx2pgwS8j6dDtRkuj49ISQxBdPS&export=download;;;;;;;;;;;Pierre Morel;;2008;https://fc.lc/l10Rek
126;Búsqueda implacable 2;Taken 2;busqueda-implacable-2;Aunque ya está retirado, Bryan Mills (Liam Neeson) se ve obligado a utilizar todos sus recursos y habilidades de agente de la CIA para salvar tanto la vida de su mujer y de su hija como la suya propia. El padre de uno de los secuestradores albaneses que lo tuvieron en jaque en el primer film jura vengarse y aprovecha las vacaciones de la familia Mills en Estambul para llevar a cabo su plan. Una vez más parece que subestiman al ex agente de la CIA.;Francia;joiz;5;327;Español Latino;2012-10-11;2020-04-25;F-Q55cOFqSA;7.7 GB;Liam Neeson, Maggie Grace, Luke Grimes, Famke Janssen, Rade Serbedzija, Leland Orser, Jon Gries, Kevork Malikyan, Alain Figlarz, Ergun Kuyucu, Aclan Bates;1EWxZsM4nbJbjJ-764o7bhgJ5uhiqBpDJ;pelicula-Búsqueda-implacable-2-online-megafly.jpg;pelicula-Búsqueda-implacable-2-online-megafly2.jpg;pelicula-Búsqueda-implacable-2-online-megafly3.jpg;pelicula-Búsqueda-implacable-2-online-megafly4.jpg;"";https://drive.google.com/uc?id=1EWxZsM4nbJbjJ-764o7bhgJ5uhiqBpDJ&export=download;;;;;;;;;;;Olivier Megaton;;2012;https://fc.lc/uCGld2Ke
127;Búsqueda implacable 3;Taken 3 (TAK3N);busqueda-implacable-3;La vida del ex-agente especial Bryan Mills (Liam Neeson) se ve inesperadamente truncada tras el brutal asesinato de su ex mujer. Tras ser acusado de su muerte, se ve obligado a huir de la implacable persecución de la CIA, el FBI y la policía. Una vez más, deberá usar sus “habilidades especiales” para hacer justicia, dar caza a los verdaderos asesinos y proteger lo único que le queda en la vida: su hija.;Francia;joiz;5;815;Español Latino;2014-12-16;2020-04-25;Z4vqj6l4qUU;7.7 GB;Liam Neeson, Famke Janssen, Maggie Grace, Jonny Weston, Forest Whitaker, Dougray Scott, Jon Gries, Leland Orser, Andrew Howard, Don Harvey, Al Sapienza, Dale Liner, Sam Spruell, Dylan Bruno, David Warshofsky, Andrew Borba, Judi Beecher, Cedric Cirotteau, Catherine Dyer, Jimmy Palumbo, Robert Pralgo, Tony Williams, Al Vicente, Alexander Wraith, Shelley Calene-Black, Adam J. Smith, Jimmy Gonzales, David Clark, Michael Shikany, Robert Bryan Davis, Nazareth Dairian, Tony Demil, Stefanie Kleine, Johnny Harvill, Angie Dillard, Wallace Langham, Cédric Chevalme, Anton Yakovlev, Ellen Ho, Stephanie Honore, Steve Coulter, Mike Davies, Lauren Sivan, Kevin Fry, Chad Donella, Cedric Camus, Karim Benhadou, Scott Thrun, Laurent Desponds, Alex Disdier;1fGgSjoGenr1UiDH_p1LK6IfHJxqZeQiR;pelicula-busqueda-implacable-3-online-megafly.jpg;pelicula-busqueda-implacable-3-online-megafly2.jpg;pelicula-busqueda-implacable-3-online-megafly3.jpg;pelicula-busqueda-implacable-3-online-megafly4.jpg;"";https://drive.google.com/uc?id=1fGgSjoGenr1UiDH_p1LK6IfHJxqZeQiR&export=download;;;;;;;;;;;Olivier Megaton;;2014;https://fc.lc/FfGTPL0
51;Abominable;Abominable;abominable;Yi es una adolescente más en la enorme ciudad de Shanghai. Un día, se encuentra a un joven yeti en la azotea de su edificio. La supuestamente “abominable” criatura, que se ha escapado del laboratorio donde estaba encerrado, está siendo buscada por toda la ciudad. Junto con sus ingeniosos amigos Jin y Peng, Yi decide ayudarle a huir, y los cuatro se embarcan en una épica aventura para reunir a la mítica criatura con su familia en el pico más alto del mundo, el Everest.;Estados Unidos;joiz;1;1;Español Latino;2019-08-07;2020-04-11;goSOXI2XkIA;2.2 GB;Animation;1vcYlWxz4T_BH7qeIR3vEuJM-IvI6u2md;Abominable-megafly.jpg;Abominable-megafly2.jpg;Abominable-megafly3.jpg;Abominable-megafly4.jpg;"";https://drive.google.com/uc?id=1yB2MYMS6P7lVlRqdFqElpNBLdWQbRMSA&export=download;https://drive.google.com/uc?id=1vcYlWxz4T_BH7qeIR3vEuJM-IvI6u2md&export=download;;;;;;;;;;Jill Culton, Todd Wilderman;;2019;https://fc.lc/w7GSFoNU
129;Titanic;Titanic;titanic;Jack (DiCaprio), un joven artista, gana en una partida de cartas un pasaje para viajar a América en el Titanic, el transatlántico más grande y seguro jamás construido. A bordo conoce a Rose (Kate Winslet), una joven de una buena familia venida a menos que va a contraer un matrimonio de conveniencia con Cal (Billy Zane), un millonario engreído a quien sólo interesa el prestigioso apellido de su prometida. Jack y Rose se enamoran, pero el prometido y la madre de ella ponen todo tipo de trabas a su relación. Mientras, el gigantesco y lujoso transatlántico se aproxima hacia un inmenso iceberg.;Estados Unidos;joiz;5;912;Español Latino;1998-01-23;2020-04-26;FiRVcExwBVA;13 GB;Leonardo DiCaprio, Kate Winslet, Billy Zane, Kathy Bates, Frances Fisher, Gloria Stuart, Bill Paxton, Bernard Hill, David Warner, Victor Garber, Jonathan Hyde, Suzy Amis, Danny Nucci, Jason Barry, Ewan Stewart, Ioan Gruffudd;14Fj0XGsL5akYTPBaDaV-ypgpRlqgJ7uq;pelicula-titanic-online-megafly.jpg;pelicula-titanic-online-megafly2.jpg;pelicula-titanic-online-megafly3.jpg;pelicula-titanic-online-megafly4.jpg;"";https://drive.google.com/uc?id=14Fj0XGsL5akYTPBaDaV-ypgpRlqgJ7uq&export=download;;;;;;;;;;;James Cameron;;1998;https://fc.lc/9A3A
131;El Atentado del Siglo Utøya;Utøya 22. juli;el-atentado-del-siglo-utya;Conocemos a Kaja, una joven de 18 años, apenas 12 minutos antes de que comience la matanza en el campamento de verano de la isla noruega de Utøya, el 22 de julio del 2011, en el que fue el peor día de la historia moderna de Noruega. Los jóvenes acampados saben de la bomba explosionada por un terrorista en Oslo, pero desconocen que Anders Breivik se encuentra en la isla con la intención de matar a cuantas más personas mejor.;Noruega;joiz;5;34;Español Latino;2018-03-09;2020-04-26;_TeLct3GFAc;918 MB;Andrea Berntzen, Aleksander Holmen, Brede Fristad, Ada Eide, Sorosh Sadat, Elli Rhiannon Müller Osbourne, Solveig Koløen Birkeland, Magnus Moen;117S7ev-GHETRkhNWxf6SygUnf4_KLsjK;El-Atentado-del-Siglo-Utøya-megafly.jpg;El-Atentado-del-Siglo-Utøya-megafly2.jpg;El-Atentado-del-Siglo-Utøya-megafly3.jpg;El-Atentado-del-Siglo-Utøya-megafly4.jpg;"";https://drive.google.com/uc?id=117S7ev-GHETRkhNWxf6SygUnf4_KLsjK&export=download;;;;;;;;;;;Erik Poppe;;2018;https://fc.lc/2O0oQNX
132;Upstarts;Upstarts;upstarts;Con la idea de hacer el bien mientras generan millones de dólares, tres recién graduados crean una nueva empresa. A medida que el negocio empieza a crecer, la relación entre ellos se empieza a deshilachar.;India;joiz;5;31;Español Latino;2019-10-18;2020-04-26;fMCTQ3ZKDdw;1.6 GB;Shadab Kamal, Priyanshu Painyuli, Chandrachoor Rai, Ivan Rodrigues, Rajeev Siddhartha;18iw0fczXoPkHKOpVIY_xba1DO9Cir0eF;pelicula-upstarts-online-megafly.jpg;pelicula-upstarts-online-megafly2.jpg;pelicula-upstarts-online-megafly3.jpg;pelicula-upstarts-online-megafly4.jpg;"";https://drive.google.com/uc?id=18iw0fczXoPkHKOpVIY_xba1DO9Cir0eF&export=download;;;;;;;;;;;Udai Singh Pawar;;2019;https://fc.lc/DU1M5
113;Inesperado;Unplanned;inesperado;"Abby Johnson (Ashley Bratcher) es una de las directoras más jóvenes de las clínicas '"Planned Parenthood'" que existen en la nación. Ejerciendo ese cargo ha estado involucrada hasta en 22.000 abortos y ha aconsejado a innumerables mujeres con respecto a la toma de decisiones relacionadas con la reproducción. Su pasión por la materia la llevaría a convertirse en la portavoz de la franquicia, luchando por establecer la legislación en la que ha creído firmemente desde su adolescencia. Sin embargo, un día su perspectiva toma un inesperado rumbo tras presenciar algo que la marcará de por vida.";Estados Unidos;joiz;5;12;Español Latino;2019-02-21;2020-04-22;v7QyhrFi7Ko;1.7 GB;Ashley Bratcher, Brooks Ryan, Robia LaMorte, Jared Lotz, Emma Elle Roberts, Robin DeMarco, Robert Thomason, Tina Toner, Sarah Hernandez, Maura Corsini, Lezl Gonzales, Kaiser Johnson, Andee Grace Burton, Alexander Kane, Stacey Bradshaw, Connor Scott Frank, Fabiano Altamura, Todd Terry, Sheila Cavalette, Bryan Whorton, Gina Scoles, Nellie Sciutto, Bailey Beede;10gsJ-GttOpd7MI-7FmvdbZvXfq3SWCuY;pelicula-inesperado-online-megafly.jpg;pelicula-inesperado-online-megafly2.jpg;pelicula-inesperado-online-megafly3.jpg;pelicula-inesperado-online-megafly4.jpg;"";https://drive.google.com/uc?id=10gsJ-GttOpd7MI-7FmvdbZvXfq3SWCuY&export=download;https://drive.google.com/file/d/1a4dKS394xC5kbkkBbzNUrwu9JL2Og8Ts/view;https://drive.google.com/file/d/1knhepPd0sLH32jEGkJ16ysLoUH0Ddc6X/view;https://drive.google.com/uc?id=10vwE52gOcLsDXAYwR_QCt8gBKE9Ugj-l&export=download;;;;;;;;Chuck Konzelman, Cary Solomon;;2019;https://fc.lc/ryybjG
38;Zootopia;Zootrópolis;zootopia;Zootrópolis es una moderna metrópoli donde viven todo tipo de mamíferos. Cerca de la ciudad vive Judy Hopps, una conejita que no se parece en nada a sus 275 hermanos ni a sus padres, los encantadores conejos Bonnie y Stu. Desde niña, Judy ha deseado ayudar a los demás y ahora cree haberlo logrado al ser la primera conejita oficial de la policía de Zootrópolis. Sin embargo, pronto descubre que trabajar en un cuerpo compuesto de animales duros y enormes no es fácil.;Estados Unidos;joiz;1;1;Español Latino;2016-03-17;2020-04-07;4ldh_q0boPY;1.7 GB;Ginnifer Goodwin, Jason Bateman, Idris Elba, Jenny Slate, Nate Torrence, Bonnie Hunt, Don Lake, Tommy Chong, J.K. Simmons, Shakira;1Ru3p-jLcAz3SToqaWE-g55W8UTfudJ6P;poster-zootopia-megafly.jpg;poster-zootopia-megafly2.jpg;poster-zootopia-megafly3.jpg;poster-zootopia-megafly4.jpg;"";https://drive.google.com/file/d/1noPWoxIV35TcK_oY0picpdFnAnObFh18/view;https://drive.google.com/file/d/1sGlpraRD-dhaA3TSoR14X7GVSycbG3BY/view;https://drive.google.com/file/d/1BXVFQnOLXv469cQWp5CqgopWqYGsWWYg/view;https://drive.google.com/uc?id=1Ru3p-jLcAz3SToqaWE-g55W8UTfudJ6P&export=download;;;;;;;;Rich Moore, Byron Howard, Jared Bush;;2016;https://fc.lc/U7BK
133;Tienes un e-mail;You've Got Mail;tienes-un-e-mail;Kathleen Kelly, la propietaria de una pequeña librería de cuentos infantiles, ve peligrar su negocio cuando una cadena de grandes librerías abre un local al lado de su tienda. Cuando conoce a Joe Fox, el hijo del dueño de la cadena, sentirá inmediatamente por él una gran antipatía. Lo que ambos ignoran es que mantienen una relación por correo electrónico.;Estados Unidos;joiz;5;41;Español Latino;1999-03-04;2020-04-26;L66ru3eQWGM;22 GB;Tom Hanks, Meg Ryan, Greg Kinnear, Parker Posey, Steve Zahn, Jean Stapleton, Dave Chappelle, Dabney Coleman, Heather Burns, John Randolph, Hallee Hirsh, Cara Seymour, Michael Badalucco, Katie Finneran, Bruce Jay Friedman, Veanne Cox, Deborah Rush, Sara Ramirez;1DuRI2Crh-_akm0w9bNvxnfnW0nTBBlk8;pelicula-Tienes-un-e-mail-online-megafly.jpg;pelicula-Tienes-un-e-mail-online-megafly2.jpg;pelicula-Tienes-un-e-mail-online-megafly3.jpg;pelicula-Tienes-un-e-mail-online-megafly4.jpg;"";https://drive.google.com/uc?id=1DuRI2Crh-_akm0w9bNvxnfnW0nTBBlk8&export=download;;;;;;;;;;;Nora Ephron;;1999;https://fc.lc/NlS2
134;Watchmen: Los vigilantes;Watchmen;watchmen-los-vigilantes;"Estados Unidos, años 80. La Guerra Fría está en su apogeo, y los superhéroes, que antes habían sido admirados, ahora son perseguidos por la ley. Un día aparece muerto uno de ellos, '"El Comediante'", que trabajaba para la CIA. Su amigo Rorschach, el único héroe enmascarado en activo, emprenderá la investigación de su muerte, tras la que se oculta algo muy importante. Esperadísima adaptación del cómic de Alan Moore y Dave Gibbons (1986)";Estados Unidos;joiz;5;545;Español Latino;2009-02-23;2020-04-26;HVTTcgExuYA;39 GB;Jackie Earle Haley, Malin Akerman, Patrick Wilson, Billy Crudup, Matthew Goode, Jeffrey Dean Morgan, Carla Gugino, Matt Frewer, Stephen McHattie, Rob LaBelle, Laura Mennell, Gary Houston, James M. Connor, Mary Ann Burger, John Shaw, Robert Wisden, Jerry Wasserman, Don Thompson, Frank Novak, Ron Fassler, Stephanie Belding, Nhi Do, Walter Addison, Eli Snyder, J.R. Killigrew;1B81krwIiB96izW5qGG0DK31O-87m59se;pelicula-Watchmen-Los-vigilantes-online-megafly.jpg;pelicula-Watchmen-Los-vigilantes-online-megafly2.jpg;pelicula-Watchmen-Los-vigilantes-online-megafly3.jpg;pelicula-Watchmen-Los-vigilantes-online-megafly4.jpg;"";https://drive.google.com/uc?id=1B81krwIiB96izW5qGG0DK31O-87m59se&export=download;;;;;;;;;;;Zack Snyder;;2009;https://fc.lc/bwaR4
16;El lobo de Wall Street;The Wolf of Wall Street;el-lobo-de-wall-street;"Película basada en hechos reales del corredor de bolsa neoyorquino Jordan Belfort (Leonardo DiCaprio). A mediados de los años 80, Belfort era un joven honrado que perseguía el sueño americano, pero pronto en la agencia de valores aprendió que lo más importante no era hacer ganar a sus clientes, sino ser ambicioso y ganar una buena comisión. Su enorme éxito y fortuna le valió el mote de “El lobo de Wall Street”. Dinero. Poder. Mujeres. Drogas. Las tentaciones abundaban y el temor a la ley era irrelevante. Jordan y su manada de lobos consideraban que la discreción era una cualidad anticuada; nunca se conformaban con lo que tenían";Estados Unidos;joiz;1;1;Español Latino;2014-01-23;2020-04-03;DO_96Ee_qWw;5.5 GB;Leonardo DiCaprio, Jonah Hill, Margot Robbie, Kyle Chandler, Cristin Milioti, Rob Reiner, Matthew McConaughey, P.J. Byrne, Jon Bernthal, Jean Dujardin, Kenneth Choi, Henry Zebrowski, Joanna Lumley, Brian Sacca, Jon Favreau, Ethan Suplee, Spike Jonze, Katarina Cas, Barry Rothbart, Shea Whigham, Thomas Middleditch, Jordan Belfort;15ZB09YjiO5PZh1MMgLxI6CL0vkbi_8JW;el-lobo-wall-street_megafly.jpg;el-lobo-wall-street_megafly2.jpg;el-lobo-wall-street_megafly3.jpg;el-lobo-wall-street_megafly4.png;"";https://drive.google.com/file/d/1gmzWNqbqiJ_FKKRNrDDAiPMY6kIZHsxq/view;https://drive.google.com/file/d/1vPeJ-bjQHnPCs2aF6R9x7d64NRGfm_wj/view;https://drive.google.com/file/d/1QrXcFw8OUGC2FhvxohbqTbBDZd-zAuVb/view;https://drive.google.com/uc?id=15ZB09YjiO5PZh1MMgLxI6CL0vkbi_8JW&export=download;;;;;;;;Martin Scorsese;;2014;https://fc.lc/8QvCybBn
135;Wall Street;Wall Street;wall-street;Bud Fox (Charlie Sheen) es un joven y ambicioso corredor de bolsa que consiguió terminar sus estudios universitarios gracias a su esfuerzo y al de su padre (Martin Sheen), mécanico y jefe de sindicato. Su mayor deseo es trabajar con un hombre al que admira, Gordon Gekko (Michael Douglas), un individuo sin escrúpulos que se ha hecho a sí mismo y que en poco tiempo ha conseguido amasar una gran fortuna en el mundo de la bolsa. Gracias a su insistencia, Bud consigue introducirse en el círculo privado del todopoderoso Gekko, y comienza a colaborar con él en sus negocios e inversiones.;Estados Unidos;joiz;5;231;Español Latino;1987-12-11;2020-04-27;mx8gwU9bpVs;20 GB;Michael Douglas, Charlie Sheen, Daryl Hannah, Terence Stamp, Martin Sheen, Hal Holbrook, John C. McGinley, Saul Rubinek, Tamara Tunie, Paul Guilfoyle, Sylvia Miles, Richard Dysart, Millie Perkins, Annie McEnroe, Sean Young, Anna Thomson, James Spader, Oliver Stone;1iGyClew3M2p2XxDLW6S2OJzm-QNOuKpy;pelicula-wall-street-online-megafly.jpg;pelicula-wall-street-online-megafly2.jpg;pelicula-wall-street-online-megafly3.jpg;pelicula-wall-street-online-megafly4.jpg;"";https://drive.google.com/uc?id=1iGyClew3M2p2XxDLW6S2OJzm-QNOuKpy&export=download;;;;;;;;;;;Oliver Stone;;1987;https://fc.lc/4Ovwikd
