id;nombre;nombre_original;slug_peliculas;descripcion;region;Author;calificacion;descargas;idiomas;fecha_estreno;fecha_subida;trailer;disco;reparto;online;img1;img2;img3;img4;img5;enlacegd;enlacegd2;enlacegd3;enlacegd4;enlacegd5;enlacemg;enlacemg2;enlacemg3;enlacemg4;enlacemg5;comparte;director;enlacesub;anio;enlace_publi
22;Jojo Rabbit;Jo jo Rabbit (2019);jojo-rabbit;Durante la Segunda Guerra Mundial, un niño que pertenece a las Juventudes Hitlerianas descubre que su madre está ocultando en el ático de su casa a una niña judía. La concepción del mundo que tienen el pequeño y su amigo imaginario, Hitler, cambia por completo con la irrupción en sus vidas de la joven hebrea.;Estados Unidos;joiz;1;1;Español Latino;2019-10-18;2020-04-04;XW1syXGnNBE;4.1 GB;Roman Griffin Davis, Thomasin McKenzie, Taika Waititi, Rebel Wilson, Stephen Merchant, Alfie Allen, Sam Rockwell, Scarlett Johansson;1M7FIvAnEWbbolBdgCF0ZvptkbVCVJwVw;Jojo_Rabbit-megafly.jpg;Jojo_Rabbit-megafly2.jpg;Jojo_Rabbit-megafly-megafly3.jpg;Jojo_Rabbit-megafly4.jpg;Jojo_Rabbit-megafly5.jpg;https://drive.google.com/file/d/12KwwhigQXTalw_imhMkthUy3F-yCZAFG/view;https://drive.google.com/file/d/18FKQvRoIASZGjh1b-pRLeRNDuu9dJIm0/view;https://drive.google.com/file/d/1M7FIvAnEWbbolBdgCF0ZvptkbVCVJwVw/view;;;;;;;;;Taika Waititi;;2019;https://fc.lc/7SME
23;Tod@s Caen;Tod@s Caen;tods-caen;Adán es un seductor impenitente y Mia una mujer ambiciosa y feminista. Ambos tratan de seducir al otro para obtener lo que ansían, pero los dos saben que en este juego todo vale, excepto enamorarse.;Mexico;joiz;1;1;Español Latino;2019-09-20;2020-04-04;u9yKcUtas7w;1.8 GB;Martha Higareda, Omar Chaparro, Claudia Álvarez, Mauricio Barrientos, Consuelo Duval, Edgar Vivar, Anabel Ferreira, Miriam Higareda, Santiago Michel, Eugenio Siller, Tiaré Scanda;1mLOKE17yH7dl1N8T8fXwpvRRkuMZquan;Tod_s_caen-megafly.jpg;tods_caen_megafly2.jpg;tods_caen_megafly3.jpg;tods_caen_megafly4.jpg;"";https://drive.google.com/file/d/10TRJ0d_pQ9og9mTGK_SefyoLW-0kvnao/view;https://drive.google.com/file/d/1K53kTjWAKcrJ-teXgkhvHhOWFiMKqUIG/view;https://drive.google.com/file/d/1mLOKE17yH7dl1N8T8fXwpvRRkuMZquan/view;;;;;;;;;Ariel Winograd;;2019;https://fc.lc/Oo1nC
24;Sonic;Sonic: La película (2020);sonic;Sonic intenta navegar por las complejidades de la vida en la Tierra con su nuevo mejor amigo, un humano llamado Tom Wachowski. Pronto deben unir fuerzas para evitar que el malvado Dr. Robotnik capture a Sonic y use sus poderes para dominar el mundo.;Estados Unidos - Japon;joiz;1;1;Español Latino;2020-02-14;2020-04-06;OGca96afgtM;4.2 GB;Jim Carrey, Ben Schwartz, Tika Sumpter, James Marsden;1_sl-eP3PtoytX_6tyL3GNa1PCdZjWXVm;sonic-megafly.jpg;sonic-megafly2.jpg;sonic-megafly3.jpg;sonic-megafly4.jpg;"";https://drive.google.com/file/d/1YGZTFea1kRRxPUW4VO-eYyZwcTwVbjUl/view;https://drive.google.com/file/d/1RneWgbaVhbMz0ea3Ehs8IB0XzklH5OkU/view;https://drive.google.com/file/d/1_sl-eP3PtoytX_6tyL3GNa1PCdZjWXVm/view;;;;;;;;;Jeff Fowler;;2020;https://fc.lc/iDG0SXtr
25;Apocalypto;Apocalipto;apocalypto;Mientras la oscuridad cae sobre lo que alguna vez fue la gran civilización maya, un hombre cautivo hace un intento desesperado por escapar de la brutal tribu que planea usarlo como un sacrificio humano. Si él logra sobrevivir, regresará con su familia y con la mujer que ama.;Estados Unidos;joiz;1;1;Español Latino;2006-10-08;2020-04-06;ngWBddVNVZs;2.4 GB;Rudy Youngblood, Raoul Trujillo, Mayra Sérbulo;19r9D4kIT9j32eipKr2uSgah388qol-Di;Apocalypto-megafly.jpg;Apocalypto-megafly2.jpg;Apocalypto-megafly4.jpg;Apocalypto-megafly3.jpg;"";https://drive.google.com/file/d/19r9D4kIT9j32eipKr2uSgah388qol-Di/view;https://drive.google.com/file/d/16pIhMXfHV_jn6_cagPKCjspeY7fTDV-f/view;https://drive.google.com/file/d/1eQRXuA9SyJXZ7Pw1aqDUtBFY3C3hDkz7/view;;;;;;;;;Mel Gibson;;2006;https://fc.lc/FzrP
26;Annabelle vuelve a casa;Anabelle 3 | Annabelle Comes Home | anabel;annabelle-vuelve-a-casa;d y Lorraine Warren tratan de encerrar bajo llave a Annabelle, una muñeca poseída. Como demonólogos la colocaran en una vitrina bendecida como medida de seguridad, sin embargo, una noche terrorífica Annabelle despertará a otros espíritus malignos que se encuentran en la habitación y que tendrán una nueva fijación: la hija pequeña del matrimonio y sus amigos.;Estados Unidos;joiz;1;1;Español Latino;2019-06-26;2020-04-06;kEOgKc95NiI;4.0 GB;Mckenna Grace, Madison Iseman, Katie Sarife, Michael Cimino, Vera Farmiga, Patrick Wilson;14zVM43Cj-l9fAQD1ud5c9nk_8ol9bDuZ;anabelle3-megafly.jpg;anabelle3-megafly2.jpg;anabelle3-megafly3.jpg;anabelle3-megafly4.jpg;"";https://drive.google.com/file/d/14zVM43Cj-l9fAQD1ud5c9nk_8ol9bDuZ/view;https://drive.google.com/file/d/1f049uhjhHFpiqwgJu6d_LjrUJDlbij-s/view;;;;;;;;;;Gary Dauberman;;2019;https://fc.lc/n8zP
27;Aladdin;Aladdin;aladdin;Aladdin es un ladronzuelo que se enamora de la hija del Sultán, la princesa Jasmine. Para poder conquistarla aceptará un desafío de Jafar. Aladdín tendrá que entrar en una cueva en mitad del desierto y conseguir una lámpara mágica que contiene al Genio que será el encargado de concederle todos sus deseos.;Estados Unidos;joiz;1;1;Español Latino;2019-05-24;2020-04-06;JXyQ338M;4.5GB;Mena Massoud, Naomi Scott, Will Smith, Marwan Kenzari, Navid Negahban, Nasim Pedrad, Alan Tudyk, Frank Welker, Billy Magnussen, Numan Acar;1Jm0fSRbtkIq6-71b2cpHQK7Ng6J-dt2g;aladdin-megafly.jpg;aladdin-megafly2.jpg;aladdin-megafly3.jpg;aladdin-megafly4.jpg;"";https://drive.google.com/file/d/1Jm0fSRbtkIq6-71b2cpHQK7Ng6J-dt2g/view;;;;;;;;;;;Guy Ritchie;;2019;https://fc.lc/jWuP1KR
67;Maluma: lo que era lo que soy y lo que sere;Maluma;maluma-lo-que-era-lo-que-soy-y-lo-que-sere;Una mirada al interior de la vida y obra de Maluma desde sus humildes orígenes en Colombia hasta la venta de estadios en todo el mundo. Con entrevistas a familiares, amigos y al propio Maluma.;Colombia;joiz;3;5;Español Latino;2019-06-05;2020-04-19;shn9296o1rk;1.0 GB;Maluma;1yyd9dwOol0ndk6Fb7V-j4iztJAQxVXAx;Maluma-megafly.jpg;Maluma-megafly2.jpg;Maluma-megafly3.jpg;Maluma-megafly4.png;"";https://drive.google.com/uc?id=1yyd9dwOol0ndk6Fb7V-j4iztJAQxVXAx&export=download;;;;;;;;;;;Jessy Terrero;;2019;https://fc.lc/lDTK4XO
98;Pandemia: Covid-19 (TV);Pandemic: Covid-19 (TV);pandemia-covid-19-tv;Expertos epidemiólogos y virólogos explican la rápida propagación del virus SARS-CoV-2, también conocido como Covid-19.;Estados Unidos;Joiz;5;1;Español Latino;2020-04-12;2020-04-21;5l9voxz8EuM;1.9 GB;Documental;1A-C_vpaxS-dxSaYcmi2P-O8Hs9UVUoPk;Discovery-estrena-COVID-19-Pandemia-2020-megafly.jpg;Discovery-estrena-COVID-19-Pandemia-2020-megafly2.jpg;Discovery-estrena-COVID-19-Pandemia-2020-megafly3.jpg;Discovery-estrena-COVID-19-Pandemia-2020-megafly4.jpg;"";https://drive.google.com/uc?id=1A-C_vpaxS-dxSaYcmi2P-O8Hs9UVUoPk&export=download;https://drive.google.com/file/d/1QAcLkDW5zpUQ2zW8QvH4BJMqag3X-Vm4/view;https://drive.google.com/file/d/1Uw8GYt0Pa5h6PsUcBfB3Ib9zVz047JFi/view;;;;;;;;;Documental;;2020;https://fc.lc/PFH6Z
28;El rey león;The lion king;el-rey-leon;el león Mufasa gobierna a todos los animales como su rey junto con su esposa Sarabi. El nacimiento de su hijo y heredero, Simba, provoca resentimiento en el hermano de Mufasa, Scar, que anhela convertirse en el nuevo rey león. El tiempo transcurre y el cachorro es instruido por su padre sobre las responsabilidades que habrá de tener cuando se convierta en el nuevo soberano. Mientras tanto, Scar trama un siniestro plan para deshacerse de sus familiares y apoderarse del trono. Primeramente engaña a Simba y a su amiga Nala al incitarlos a explorar un cementerio de elefantes ubicado en una región apartada de Pride Lands. Pese a las advertencias de Mufasa sobre ese lugar, la curiosidad de Simba y Nala los lleva hasta ese sitio. Al llegar, son atacados por las hienas Shenzi, Banzai y Ed, quienes trabajan para Scar pese a los maltratos que reciben de su parte.;Estados Unidos;joiz;1;1;Español Latino;2019-07-09;2020-04-06;mb79ctR-E-c;2.8 GB;Matthew Broderick, James Earl Jones, Jeremy Irons, Jonathan Taylor Thomas, Moira Kelly, Nathan Lane, Ernie Sabella, Rowan Atkinson, Robert Guillaume, Madge Sinclair, Whoopi Goldberg, Cheech Marin, Jim Cummings;1OlzbHFFuxPGfKtdkbxmhUxQC3CDoAfsM;el-rey-leon-megafly.jpg;el-rey-leon-megafly3.jpg;el-rey-leon-megafly2.jpg;el-rey-leon-megafly4.jpg;"";https://drive.google.com/file/d/1OlzbHFFuxPGfKtdkbxmhUxQC3CDoAfsM/view;https://drive.google.com/file/d/1UBwHclQAByq817pbloc_NVwyGn2FtYaP/view;;;;;;;;;;Rob Minkoff, Rogers Allers;;2019;https://fc.lc/PacIiFhr
42;Los Picapiedra;The Flintstones;los-picapiedra;Pedro Picapiedra no puede creerse su buena suerte cuando le nombran vicepresidente de su compañía. Sin embargo, el cavernícola no sabe que le han tendido una trampa para hacerle el responsable legal de un desfalco.;Estados Unidos;joiz;1;1;Español Latino;1994-05-23;2020-04-08;RoXdeLK-oR8;1.2 GB;John Goodman, Rick Moranis, Elizabeth Perkins, Kyle MacLachlan, Rosie O'Donnell, Halle Berry, Dann Florek, Elizabeth Taylor;1eDaR5AmehNPG8d2ZzWi2ytTgpZTUUimq;Los_Picapiedra-megafly.jpg;Los_Picapiedra-megafly2.jpg;Los_Picapiedra-megafly3.jpg;Los_Picapiedra-megafly4.jpg;"";https://drive.google.com/file/d/1cLOf3t2EMsbQ7LYLZyaUwjRnh_Qu_TEO/view;https://drive.google.com/file/d/1eDaR5AmehNPG8d2ZzWi2ytTgpZTUUimq/view;;;;;;;;;;Brian Levant;;1994;https://fc.lc/IyItQZz
29;Shazam;Shazam!;shazam;Todos llevamos un superhéroe dentro, solo se necesita un poco de magia para sacarlo a la luz. Cuando Billy Batson, un niño de acogida de 14 años que ha crecido en las calles, grita la palabra ‘SHAZAM!’ se convierte en el Superhéroe adulto Shazam, por cortesía de un antiguo mago. Dentro de un cuerpo musculoso y divino, Shazam esconde un corazón de niño. Pero lo mejor es que en esta versión de adulto consigue realizar todo lo que le gustaría hacer a cualquier adolescente con superpoderes: ¡divertirse con ellos! ¿Volar? ¿Tener visión de rayos X? ¿Disparar un rayo con las manos? ¿Saltarse el examen de sociales? Shazam va a poner a prueba los límites de sus habilidades con la inconsciencia propia de un niño. Pero necesitará dominar rápidamente esos poderes para luchar contra las letales fuerzas del mal que controla el Dr. Thaddeus Sivana.;Estados Unidos;joiz;1;1;Español Latino;2019-04-04;2020-04-06;Qthbx44Ubkk;1.7 GB;Zachary Levi, Asher Angel, Mark Strong, Jack Dylan Grazer, Grace Fulton, Osvaldo Beltrán, Jovan Armand, Faithe Herman, Djimon Hounsou, Marta Milans;1MAN0uQC37gflpHLrXEX7ae-ReJAZGiWx;shazam-megafly.jpg;shazam-megafly2.jpg;shazam-megafly3.jpg;shazam-megafly4.jpg;"";https://drive.google.com/file/d/1KH-sDbe1zEMHex9prg1PyJSKe07_Fz5Q/view;https://drive.google.com/file/d/1MAN0uQC37gflpHLrXEX7ae-ReJAZGiWx/view;https://drive.google.com/file/d/1tVWc1ZB9Cl8l_sE6NzE78qgaMnonbrKT/view;;;;;;;;;David F. Sandberg;;2019;https://fc.lc/8kDewLJ
30;Mi nombre es Khan;My name is Khan;mi-nombre-es-khan;Esta película, sin duda la de mayor trascendencia a nivel mundial de las producciones de Bollywood, nos cuenta la historia de Rizvan Khan, un hombre musulmán con síndrome de Asperger, quien tras la muerte de su madre, se muda a EE.UU. con la familia de su hermano conociendo allí a Mandira, una joven madre soltera hindú que trabaja en una peluquería. Pese a la oposición inicial, ambos contraen matrimonio y viven felices hasta que los atentados del 11 de septiembre de 2001 trastocan por completo su mundo, emprendiendo Khan un viaje para decirle personalmente al presidente de EE.UU. que aunque es musulmán, no es un terrorista.;India;joiz;1;1;Español Subtitulado;2010-02-10;2020-04-06;N0OUubSN-E;3.3 GB;Shah Rukh Khan, Kajol, Jimmy Shergill, Katie A. Keane, Reese Garrick, Sonya;1PVqIwNt8L2lAAuMAeGbOfphmsUOqKDZu;mi-nombre-es-khan-megafly.jpg;mi-nombre-es-khan-megafly2.jpg;mi-nombre-es-khan-megafly3.jpg;mi-nombre-es-khan-megafly4.jpg;"";https://drive.google.com/uc?id=1PVqIwNt8L2lAAuMAeGbOfphmsUOqKDZu&export=download;https://drive.google.com/uc?id=0B0kGGqoe9-L3ZkQzTGNIU3B6Wlk&export=download;;;;;;;;;;Karan Johar;https://drive.google.com/file/d/1OXYZ3My0nZ2q5lzfVj2FYar70j-oQUIl/view?fbclid=IwAR1kAFP_ZwqEJ5P9Jl9Jfjr9BwroaXA8wwEVf70iD5y1WbYIx3Wyly-2Nkk;2010;https://fc.lc/I2XI
31;Mohabbatein;Mohabbatein;mohabbatein;Mohabbatein nos sitúa en Gurukul, una severa institución académica cuya exigencia se ha basado en la mano de hierro con que el director la dirige, y en donde toda emoción es suprimida en nombre de la excelencia académica. En esas circunstancias, un profesor de música llegará y poco a poco su visión influirá en tres amigos, cada uno con una historia de amor incompleta, a la que comenzarán a plantar cara.;India;joiz;1;1;Español Subtitulado;2000-10-27;2020-04-06;OjlZFIY7VHU;1.3 GB;Amitabh Bachchan, Shah Rukh Khan, Aishwarya Rai, Uday Chopra, Jugal Hansraj, Jimmy Shergill, Shamita Shetty, Kim Sharma, Preeti Jhangiani, Anupam Kher, Archana Puran Singh, Amrish Puri, Shefali Shah, Helen.;0BwGYuy1Lk3V9Q3RCZUxvQnlkSFE;mohabbatein-megafly.jpg;mohabbatein-megafly2.jpeg;mohabbatein-megafly3.jpg;mohabbatein-megafly4.jpg;"";https://drive.google.com/uc?id=0BwGYuy1Lk3V9Q3RCZUxvQnlkSFE&export=download;;;;;;;;;;;Aditya Chopra;https://drive.google.com/file/d/0B0kGGqoe9-L3X3hsSUF3eFhIc3M/view;2000;https://fc.lc/5Z6QoY
32;La odisea;The Odysse;La-odisea;La odisea empieza en Grecia años después de la Guerra Troyana. Odiseo (o Ulises, la versión latinizada de su nombre), el rey de Ítaca, no ha logrado volver a casa y muchos creen que está muerto. Sabemos desde el principio del cuento que eso no es la verdad. Se lo llevaron preso a la isla de la diosa Calipso.;Estados Unidos;joiz;1;1;Español Latino;1997-05-18;2020-04-06;2paSWX2hdNI&t;1.4 GB;Armand Assante, Greta Scacchi, Isabella Rossellini, Vanessa Williams, Bernadette Peters;1aW7xyZ5OUod9vkvDU3FlVCOt9PdbfKf1;La_odisea_The_Odyssey_1997_megafly.jpg;La_odisea_The_Odyssey_1997_megafly2.jpg;La_odisea_The_Odyssey_1997_megafly3.jpg;La_odisea_The_Odyssey_1997_megafly4.jpg;"";https://drive.google.com/file/d/1aW7xyZ5OUod9vkvDU3FlVCOt9PdbfKf1/view;;;;;;;;;;;Andréi Konchalovski;;1997;https://fc.lc/S19D
68;El niño con el pijama de rayas;The Boy in the Striped Pyjamas;el-nino-con-el-pijama-de-rayas;Durante la Segunda Guerra Mundial, el pequeño hijo de un comandante de un campo de concentración desarrolla una amistad prohibida con un niño judío de 8 años.;Reino Unido, Estados Unidos;joiz;5;122;Español Latino;2008-01-05;2020-04-19;hd028fGZdG8;1.8 GB;Vera Farmiga, David Thewlis, Rupert Friend, Asa Butterfield, Jack Scanlon;19M3mC98zq_2Asj4hGHeNXhUvmgdLfzMv;El-Niño-Con-La-Pijama-De-Rayas-megafly.jpg;El-Niño-Con-La-Pijama-De-Rayas-megafly2.jpg;El-Niño-Con-La-Pijama-De-Rayas-megafly3.jpg;El-Niño-Con-La-Pijama-De-Rayas-megafly4.jpg;"";https://drive.google.com/uc?id=19M3mC98zq_2Asj4hGHeNXhUvmgdLfzMv&export=download;;;;;;;;;;;Mark Herman;;2008;https://fc.lc/rh83Rh
33;Sextillizos;Sextuples;sextillizos;Un futuro padre busca a su madre biológica​ y descubre que tiene otros cinco hermanos nacidos del mismo embarazo. Él trata de rastrear estos diferentes personajes antes de que nazca su bebé. Primero se encuentra con su hermano Russell y la pareja realiza un viaje por carretera para encontrar a sus otros hermanos. Dawn es una estríper que cumple condena en una prisión de mujeres, Ethan es un estafador que se viste y habla como un proxeneta de los 70, mientras que Jasper está marcado por su cabello rojo y su complexión más clara.;Estados Unidos;joiz;1;1;Español Latino;2019-08-16;2020-04-07;N3_o6mq9_90;2.2 GB;Marlon Wayans, Bresha Webb, Molly Shannon, Glynn Turman;1du1c49dpVN60NvWtUTcwQKCM1lmCkrM4;Sextillizos-megafly.jpg;Sextillizos-megafly2.jpg;Sextillizos-megafly3.jpg;Sextillizos-megafly4.jpg;"";https://drive.google.com/file/d/1C9lkuOeMc4QJbk5u0wPahuI7Z9oSIh8F/view;https://drive.google.com/file/d/1du1c49dpVN60NvWtUTcwQKCM1lmCkrM4/view;;;;;;;;;;ichael Tiddes;;2019;https://fc.lc/OVZO4yF
34;Pokémon: Mewtwo vs. Mew: La Evolución;Pokémon: Mewtwo Strikes Back - Evolution;pokemon-mewtwo-vs-mew-la-evolucion;Ash Ketchum y sus amigos viajan a través de las diferentes regiones del mundo Pokémon haciéndose cada vez más fuertes y viviendo nuevas aventuras. Pero un día algo ataca un laboratorio: unos científicos han creado a Mewtwo, una variación del Pokémon Mew que carece de empatía y emociones. Por otro lado, el Team Rocket está haciendo maniobras, que podrían estar relacionadas con el ataque. El equipo de Ash es llamado a investigar y hacer frente a la nueva amenaza.;Japon;joiz;1;1;Español Latino;2019-07-04;2020-04-07;K9Mhk-A_VLo;846 MB;Aya Takaha, Eiji Umehara (Guion original: Takeshi Shudo. Videojuego: Satoshi Tajiri, Nintendo);1cxtyzb-85CqoIAiCw6zoG4NzH69VaKb2;Pokémon-Mewtwo-vs-Mew-la-Evolución-megafly.jpg;Pokémon-Mewtwo-vs-Mew-la-Evolución-megafly2.jpg;Pokémon-Mewtwo-vs-Mew-la-Evolución-megafly3.jpg;Pokémon-Mewtwo-vs-Mew-la-Evolución-megafly4.jpg;"";https://drive.google.com/file/d/1aW8tP_iHF37p-BOfZp9Z-n31DuXdESlo/view;https://drive.google.com/uc?id=1cxtyzb-85CqoIAiCw6zoG4NzH69VaKb2&export=download;;;;;;;;;;Kunihiko Yuyama, Motonori Sakakibara;;2019;https://fc.lc/As3hYcw
57;Cats;Cats;cats;Una tribu de gatos debe decidir, como cada año, cuál de ellos ascenderá al Heaviside Layer y, así, podrá renacer y volver en una nueva vida.;Estados Unidos;joiz;5;15;Español Latino;2019-12-20;2020-04-11;CIgrLfOaPx0;3.7GB;James Corden, Judi Dench, Jason Derulo, Idris Elba, Jennifer Hudson, Ian McKellen, Taylor Swift, Rebel Wilson, Francesca Hayward;1_0ZZqVxZT7yyJPeb6exzhqpYJXtIKjEH;Cats-megafly.jpg;Cats-megafly2.jpg;Cats-megafly3.jpg;Cats-megafly4.jpg;"";https://drive.google.com/file/d/1_0ZZqVxZT7yyJPeb6exzhqpYJXtIKjEH/view;https://drive.google.com/file/d/1IwtyVCk0ozuUUX4J8btEwPUIQi9jTF4v/view;https://drive.google.com/file/d/1z5V0X6DIHRzNAFP-fB2QimoXkbQoyWCG/view;;;;;;;;;Tom Hooper;;2019;https://fc.lc/PrWu3
35;Rapidos y Furiosos 8;Fast & Furious 8;rapidos-y-furiosos-8;Con Dom y Letty de luna de miel, Brian y Mia retirados y el resto de la pandilla viviendo en paz, parece que todo está tranquilo. Sin embargo, una misteriosa mujer seducirá a Dom para adentrarlo en el mundo del crimen y traicionar a la pandilla. Ahora tendrán que unirse para traer a casa al hombre que los convirtió en una familia y detener a Cipher de desatar el caos.;Estados Unidos;joiz;1;1;Español Latino;2017-04-14;2020-04-07;3KuazYQ1JuE;5.2 GB;Vin Diesel, Dwayne Johnson, Jason Statham, Michelle Rodríguez, Charlize Theron, Tyrese Gibson, Chris 'Ludacris' Bridges, Scott Eastwood, Nathalie Emmanuel, Don Omar, Tego Calderón, Kurt Russell;1VQw6kP49FnhWG8assJ9NMWcZQ75gQTFk;Rapidos-y-Furiosos-8-megafly.jpeg;Rapidos-y-Furiosos-8-megafly2.jpg;Rapidos-y-Furiosos-8-megafly3.jpg;Rapidos-y-Furiosos-8-megafly4.jpg;"";https://drive.google.com/file/d/1Sq_IWDAVoKRknNmNUxQcPVhNOJ4Z1PHt/view;https://drive.google.com/file/d/1VQw6kP49FnhWG8assJ9NMWcZQ75gQTFk/view;https://drive.google.com/file/d/1k9a-R7ML5Sr404C9tXWxyG-_vdDuJAOS/view;;;;;;;;;F. Gary Gray;;2017;https://fc.lc/8rob
36;It: Capítulo 2;It Chapter Two;it-capitulo-2;En el misterioso pueblo de Derry, un malvado payaso llamado Pennywise vuelve 27 años después para atormentar a los ya adultos miembros del Club de los Perdedores, que ahora están más alejados unos de otros.;Estados Unidos;joiz;1;1;Español Latino;2019-09-06;2020-04-07;K7QZamf3vzc;6.3 GB;James McAvoy, Jessica Chastain, Jay Ryan, Bill Hader, Isaiah Mustafa, James Ransone, Andy Bean, Bill Skarsgård;1WkuOyHVeEx2zcq4kMlMrWTjuiMDzflTu;It_Capitulo-2-megafly.jpg;It_Capitulo-2-megafly3.jpg;It_Capitulo-2-megafly2.png;It_Capitulo-2-megafly4.jpg;"";https://drive.google.com/file/d/1WkuOyHVeEx2zcq4kMlMrWTjuiMDzflTu/view;https://drive.google.com/file/d/1fD9veOB5LNjDEW-PYVXJhRzSEbVkYa8u/view;https://drive.google.com/file/d/1qBL6ytPU1Fk3x6MLZbo3yGKot0N1wkL6/view;;;;;;;;;Andrés Muschietti;;2019;https://fc.lc/EuBu
37;La vida secreta de tus Mascotas 2;The secret life of pets 2;la-vida-secreta-de-tus-mascotas-2;Max se enfrenta a grandes cambios: su dueña se ha casado y ha sido mamá por primera vez. En un viaje, conocerá a Rooster, un perro granjero con el que aprende a dominar sus miedos. Por otro lado, Gidget trata de recuperar el juguete favorito de Max, que está en un apartamento lleno de gatos, Snowball, además, trata de liberara un tigre de sus captores.;Estados Unidos;joiz;1;1;Español Latino;2019-05-07;2020-04-07;SD3SA1ILEnM;3.5 GB;Patton Oswalt, Eric Stonestreet, Kevin Hart, Jenny Slate, Tiffany Haddish, Lake Bell;1nrGUO0Ot9wIvDIglanPzYuvw819brAtE;Mascotas-2-megafly.jpg;Mascotas-2-megafly2.jpg;Mascotas-2-megafly3.jpg;Mascotas-2-megafly4.jpg;"";https://drive.google.com/file/d/1yyn5fVHFJ01UvJZvcg5QT6AIoA7vfiz-/view;https://drive.google.com/file/d/1EG3eEi_6ZeZeflPBQPlLcSEI6QVrCsCh/view;https://drive.google.com/file/d/1nrGUO0Ot9wIvDIglanPzYuvw819brAtE/view;;;;;;;;;Chris Renaud;;2019;https://fc.lc/R1jtRQO
39;Una esposa de mentira;Sigueme el rollo | Just Go with It;una-esposa-de-mentira;El cirujano Danny decide contratar a su ayudante Katherine, una madre soltera con hijos, para que finjan ser su familia. Su intención es demostrarle a Palmer que su amor por ella es tan grande que está a punto de divorciarse de su mujer.;Estados Unidos;joiz;1;1;Español Latino;2011-03-31;2020-04-07;iG3gA0HaZJU;1.7 GB;Adam Sandler, Jennifer Aniston, Nicole Kidman, Brooklyn Decker, Bailee Madison, Nick Swardson;1i6JZ0TcIZlVzsairP27dJ8ehBE73cUK8;una-esposa-de-mentira-megafly.jpg;una-esposa-de-mentira-megafly2.jpg;una-esposa-de-mentira-megafly3.jpg;una-esposa-de-mentira-megafly4.jpg;"";https://drive.google.com/file/d/1hyVjC2n3iigjGa_rXcf50c9fmz768p1F/view;https://drive.google.com/file/d/1i6JZ0TcIZlVzsairP27dJ8ehBE73cUK8/view;https://drive.google.com/file/d/1jwZcpHoW8NVHfJJ3tTCwgNAdHilQ1nkk/view;;;;;;;;;Dennis Dugan;;2011;https://fc.lc/khKbN
40;500 días con ella;(500) days of Summer;500-dias-con-ella;Tom, un escritor de tarjetas de felicitación y un romántico desesperado, se sorprende totalmente cuando su novia, Summer, repentinamente lo abandona. Él analiza los 500 días que pasaron juntos para intentar descubrir en que parte falló su relación amorosa y en el proceso, Tom redescubre sus verdaderas pasiones en la vida.;Estados Unidos;joiz;1;1;Español Latino;2009-07-17;2020-04-07;WyMoV-U0kq0;4.0 GB;Joseph Gordon-Levitt, Zooey Deschanel;1DK5N1fI2OQFKbV4q_ojPXfkYkqPSUtay;500-dias-con-ella-megafly.jpg;500-dias-con-ella-megafly2.jpg;500-dias-con-ella-megafly3.jpg;500-dias-con-ella-megafly4.jpg;"";https://drive.google.com/file/d/1Lot0WPEouNodVGthw1Hc9FA1RgJHmtYm/view;https://drive.google.com/file/d/1DK5N1fI2OQFKbV4q_ojPXfkYkqPSUtay/view;https://drive.google.com/file/d/1A5wUF0PPajtUPci3CHP4FXFUB8u2_qY4/view;;;;;;;;;Marc Webb;;2009;https://fc.lc/nQHXL97
41;Jumanji: Siguiente nivel;Jumanji: The next level;jumanji-siguiente-nivel;En esta ocasión, los 'jugadores' vuelven al juego, pero sus personajes se han intercambiado entre sí, lo que ofrece un curioso plantel: los mismos héroes con distinta apariencia. Pero, ¿dónde está el resto de la gente? Los participantes sólo tienen una opción: jugar una vez más a esta peligrosa partida para descubrir qué es realmente lo que está sucediendo.;Estados Unidos;joiz;1;1;Español Latino;2019-12-04;2020-04-08;YOpySpo2Kig;5.3 GB;Dwayne Johnson, Karen Gillan, Jack Black, Kevin Hart, Awkwafina, Danny DeVito, Alex Wolff, Nick Jonas, Danny Glover, Colin Hanks, Madison Iseman, Ashley Scott, Dania Ramirez, Rhys Darby, Rory McCann, Morgan Turner, Ser'Darius William Blain, Nick Gomez, Sarah Bennani, Charles Green, Shiquita James, Derek Russo, John Gettier, Massi Furlan, Michael Beasley, David Kallaway, Lewis Wright, Jennifer Patino, Shane Berengue, Sal Longobardo, Teo Ciltia, Ego Mikitas, James William Ballard, Ashley Black, Paul Pillsbury, Darin Ferraro, Sheril Rodgers;1Mjek8JegLTRJDMsfTX42mRZcx4Qqk9z0;Jumanji_Siguiente_nivel-2-megafly.jpg;Jumanji_Siguiente_nivel-2-megafly2.jpg;Jumanji_Siguiente_nivel-2-megafly3.jpg;Jumanji_Siguiente_nivel-2-megafly4.jpg;"";https://drive.google.com/file/d/10EXgTkpo9D34wGMKYTJEnq1wSYorY9yT/view;https://drive.google.com/file/d/1LUzOckB3ziQQjrbGFkYKhi5PT2lGVdmS/view;https://drive.google.com/file/d/1Mjek8JegLTRJDMsfTX42mRZcx4Qqk9z0/view;;;;;;;;;Jake Kasdan;;2019;https://fc.lc/g3S3Y
